Gene_original,Gene_limpo,ENTREZID
RAB30,RAB30,27314
MLF2,MLF2,8079
TOMM34,TOMM34,10953
SMAD2,SMAD2,4087
SMAD1,SMAD1,4086
MSMO1,MSMO1,6307
ITSN1,ITSN1,6453
TBCE,TBCE,6905
TBCC,TBCC,6903
UBE2V2,UBE2V2,7336
STXBP2,STXBP2,6813
VAMP3,VAMP3,9341
USF2,USF2,7392
ATP6AP1,ATP6AP1,537
RAB11B,RAB11B,9230
ZIC1,ZIC1,7545
ZYX,ZYX,7791
ETFDH,ETFDH,2110
SEPTIN7,SEPTIN7,989
ADRM1,ADRM1,11047
CCDC6,CCDC6,8030
UAP1,UAP1,6675
IGFBP7,IGFBP7,3490
NTRK3,NTRK3,4916
SLC15A2,SLC15A2,6565
INA,INA,9118
LAMA4,LAMA4,3910
PSMD5,PSMD5,5711
PKN1,PKN1,5585
PKN2,PKN2,5586
NNAT,NNAT,4826
CSRP2,CSRP2,1466
DDB1,DDB1,1642
PPP2R5E,PPP2R5E,5529
MAPK14,MAPK14,1432
MRPL23,MRPL23,6150
CDC37,CDC37,11140
DPYSL2,DPYSL2,1808
SYPL1,SYPL1,6856
CAMK4,CAMK4,814
RBBP7,RBBP7,5931
SGCB,SGCB,6443
CALCRL,CALCRL,10203
ECM1,ECM1,1893
NTRK2,NTRK2,4915
STX1A,STX1A,6804
OCLN,OCLN,100506658
SRSF7,SRSF7,6432
CPSF6,CPSF6,11052
SMN1,SMN1,6606
DBN1,DBN1,1627
PTGIS,PTGIS,5740
MOG,MOG,4340
NRF1,NRF1,4899
FSCN1,FSCN1,6624
IFI16,IFI16,3428
CYP1B1,CYP1B1,1545
DECR1,DECR1,1666
MAN2A1,MAN2A1,4124
NDUFA5,NDUFA5,4698
ATP2B3,ATP2B3,492
CLPP,CLPP,8192
TST,TST,7263
UBE2S,UBE2S,27338
KYAT1,KYAT1,883
GUK1,GUK1,2987
HAGH,HAGH,3029
NDUFA9,NDUFA9,4704
ME3,ME3,10873
RTN1,RTN1,6252
PHKG1,PHKG1,5260
PCK2,PCK2,5106
UPP1,UPP1,7378
HADH,HADH,3033
CYP51A1,CYP51A1,1595
UGP2,UGP2,7360
AOC3,AOC3,8639
DGUOK,DGUOK,1716
LTC4S,LTC4S,4056
PFKFB3,PFKFB3,5209
PFKFB4,PFKFB4,5210
UGT8,UGT8,7368
TXNRD1,TXNRD1,7296
TPD52L1,TPD52L1,7164
IMMT,IMMT,10989
CPEB4,CPEB4,80315
KNOP1,KNOP1,400506
HNRNPUL2,HNRNPUL2,221092
TMEM132A,TMEM132A,54972
INF2,INF2,64423
PDS5A,PDS5A,23244
AAK1,AAK1,22848
WASHC4,WASHC4,23325
TSR1,TSR1,55720
DPY19L1,DPY19L1,23333
IAH1,IAH1,285148
ALG11,ALG11,440138
QRICH1,QRICH1,54870
SMU1,SMU1,55234
ATG2A,ATG2A,23130
HKDC1,HKDC1,80201
AP5B1,AP5B1,91056
MYLK3,MYLK3,91807
LRRFIP1,LRRFIP1,9208
PGS1,PGS1,9489
P3H1,P3H1,64175
TRMT5,TRMT5,57570
EML3,EML3,256364
MAP7D1,MAP7D1,55700
UAP1L1,UAP1L1,91373
TKFC,TKFC,26007
LSM12,LSM12,124801
HSDL1,HSDL1,83693
ALDH1L2,ALDH1L2,160428
BBS9,BBS9,27241
CCDC88A,CCDC88A,55704
RABL6,RABL6,55684
TIMM50,TIMM50,92609
PARP14,PARP14,54625
GLYR1,GLYR1,84656
C8orf34,C8orf34,116328
VPS26B,VPS26B,112936
LARP7,LARP7,51574
NADK2,NADK2,133686
KCTD21,KCTD21,283219
GXYLT1,GXYLT1,283464
ACSF3,ACSF3,197322
PREPL,PREPL,9581
TBC1D10B,TBC1D10B,26000
ANO6,ANO6,196527
DNAL1,DNAL1,83544
GRIPAP1,GRIPAP1,56850
MIX23,MIX23,131076
PAN2,PAN2,9924
RFTN2,RFTN2,130132
FAM98B,FAM98B,283742
PDCD4,PDCD4,27250
FNDC3B,FNDC3B,64778
NCBP3,NCBP3,55421
TP53I3,TP53I3,9540
TMEM35A,TMEM35A,59353
HIKESHI,HIKESHI,51501
PDLIM3,PDLIM3,27295
PARP10,PARP10,84875
HSD17B12,HSD17B12,51144
USP39,USP39,10713
KLHL22,KLHL22,84861
AGK,AGK,55750
SETMAR,SETMAR,6419
LACTB2,LACTB2,51110
PYCR3,PYCR3,65263
EIPR1,EIPR1,7260
SMUG1,SMUG1,23583
COBLL1,COBLL1,22837
HS1BP3,HS1BP3,64342
CYBRD1,CYBRD1,79901
WDR81,WDR81,124997
ACTBL2,ACTBL2,345651
CCDC93,CCDC93,54520
OCIAD2,OCIAD2,132299
SDK2,SDK2,54549
HSP90AB4P,HSP90AB4P,664618
HSP90AB2P,HSP90AB2P,391634
HSP90AA4P,HSP90AA4P,3323
RUNDC3A,RUNDC3A,10900
TMEM41B,TMEM41B,440026
TMEM97,TMEM97,27346
ODF2,ODF2,4957
YIF1B,YIF1B,90522
ZNF326,ZNF326,284695
FLG2,FLG2,388698
MEST,MEST,4232
RILPL1,RILPL1,353116
CMPK2,CMPK2,129607
XKR7,XKR7,343702
HERC4,HERC4,26091
PIGG,PIGG,54872
SLC25A53,SLC25A53,401612
TCEAL5,TCEAL5,340543
PPP6R3,PPP6R3,55291
MTX3,MTX3,345778
RABL3,RABL3,285282
FAM76B,FAM76B,143684
COQ5,COQ5,84274
CRB2,CRB2,286204
EARS2,EARS2,124454
MIA3,MIA3,375056
PITRM1,PITRM1,10531
WDR44,WDR44,54521
DOCK11,DOCK11,139818
PRRC2B,PRRC2B,84726
RRP12,RRP12,23223
COA6,COA6,388753
TOR1AIP1,TOR1AIP1,26092
AARS2,AARS2,57505
PCID2,PCID2,55795
HABP4,HABP4,22927
SLC27A3,SLC27A3,11000
COLEC12,COLEC12,81035
SPECC1,SPECC1,92521
WDR45B,WDR45B,56270
EOGT,EOGT,285203
SAMD4B,SAMD4B,55095
TBCEL,TBCEL,219899
DNTTIP2,DNTTIP2,30836
TTC38,TTC38,55020
COX20,COX20,116228
EXOSC6,EXOSC6,118460
PPM1L,PPM1L,151742
TMEM201,TMEM201,199953
C6orf136,C6orf136,221545
ATAT1,ATAT1,79969
NUP188,NUP188,23511
PHYHD1,PHYHD1,254295
HP1BP3,HP1BP3,50809
CEP170,CEP170,9859
ODR4,ODR4,54953
NOL9,NOL9,79707
SZT2,SZT2,23334
FNBP1L,FNBP1L,54874
RARS2,RARS2,57038
FKBP15,FKBP15,23307
SLC35F1,SLC35F1,222553
ZC3H13,ZC3H13,23091
ARMH3,ARMH3,79591
IBA57,IBA57,200205
HECTD3,HECTD3,79654
UBR4,UBR4,23352
KIAA1217,KIAA1217,56243
ARHGAP21,ARHGAP21,57584
CAMSAP1,CAMSAP1,157922
QNG1,QNG1,84267
KPRP,KPRP,448834
ZNF618,ZNF618,114991
ACBD5,ACBD5,91452
RBM26,RBM26,64062
WLS,WLS,79971
INTS11,INTS11,54973
DCAF8,DCAF8,50717
FRY,FRY,10129
RNASEH2B,RNASEH2B,79621
ATPAF1,ATPAF1,64756
OGFRL1,OGFRL1,79627
RSPH4A,RSPH4A,345895
DDI2,DDI2,84301
H3-7,H3-7,440686
MTCL3,MTCL3,387104
PXDC1,PXDC1,221749
AHDC1,AHDC1,27245
ARFGEF3,ARFGEF3,57221
VPS13D,VPS13D,55187
CROCC,CROCC,9696
ANKRD45,ANKRD45,339416
LYRM7,LYRM7,90624
EMC10,EMC10,284361
RIF1,RIF1,55183
VPS53,VPS53,55275
CDC42BPA,CDC42BPA,8476
RPRD2,RPRD2,23248
MTARC1,MTARC1,64757
ANGEL2,ANGEL2,90806
PRPF38B,PRPF38B,55119
TTC39B,TTC39B,158219
RNF20,RNF20,56254
PDE4DIP,PDE4DIP,9659
LRCH2,LRCH2,57631
CDKAL1,CDKAL1,54901
YOD1,YOD1,55432
BROX,BROX,148362
FOCAD,FOCAD,54914
GPR107,GPR107,57720
SNX30,SNX30,401548
MLIP,MLIP,90523
RSBN1,RSBN1,54665
DAB2IP,DAB2IP,153090
KHDRBS2,KHDRBS2,202559
LYPLAL1,LYPLAL1,127018
ECPAS,ECPAS,23392
DENND4C,DENND4C,55667
CARMIL1,CARMIL1,55604
ZMYM4,ZMYM4,9202
PLPP4,PLPP4,196051
ARMC3,ARMC3,219681
FHIP2A,FHIP2A,57700
MICOS13,MICOS13,125988
RNF123,RNF123,63891
FBXW9,FBXW9,84261
CD276,CD276,80381
TRIQK,TRIQK,286144
PLCXD3,PLCXD3,345557
RNF213,RNF213,57674
TNS2,TNS2,23371
KANK2,KANK2,25959
WASHC2A,WASHC2A,387680
STEAP3,STEAP3,55240
FAM91A1,FAM91A1,157769
TBC1D9B,TBC1D9B,23061
MAP1S,MAP1S,55201
PPP2R2D,PPP2R2D,55844
ARL6IP4,ARL6IP4,51329
KAZN,KAZN,23254
RAP1GAP2,RAP1GAP2,23108
ARID2,ARID2,196528
TNS3,TNS3,64759
MBLAC2,MBLAC2,153364
MSL1,MSL1,339287
INTS3,INTS3,65123
ARHGAP17,ARHGAP17,55114
CWF19L1,CWF19L1,55280
VIRMA,VIRMA,25962
SPECC1L,SPECC1L,23384
HEATR6,HEATR6,63897
SCARA3,SCARA3,51435
CYB5R2,CYB5R2,51700
BLTP3A,BLTP3A,54887
ZNF787,ZNF787,126208
ATL3,ATL3,25923
RPL7L1,RPL7L1,285855
NXN,NXN,64359
TTC19,TTC19,54902
IQSEC1,IQSEC1,9922
VASN,VASN,114990
CIAPIN1,CIAPIN1,57019
SMYD5,SMYD5,10322
OTUD7B,OTUD7B,56957
RALGAPA1,RALGAPA1,253959
THOC7,THOC7,80145
NADSYN1,NADSYN1,55191
ELP2,ELP2,55250
LAMTOR1,LAMTOR1,55004
DHRS7B,DHRS7B,25979
TWF2,TWF2,11344
GRAMD4,GRAMD4,23151
TANGO2,TANGO2,128989
PPP4R3A,PPP4R3A,55671
ETFRF1,ETFRF1,144363
TCEAL6,TCEAL6,158931
RAB12,RAB12,201475
PLEKHA7,PLEKHA7,144100
DENND5A,DENND5A,23258
RCSD1,RCSD1,92241
NIPBL,NIPBL,25836
SLC25A25,SLC25A25,114789
PDE12,PDE12,201626
TENM4,TENM4,26011
OGFOD2,OGFOD2,79676
NAA16,NAA16,79612
MYORG,MYORG,57462
RHBDD2,RHBDD2,57414
SLC25A24,SLC25A24,29957
RETSAT,RETSAT,54884
RINT1,RINT1,60561
TMEM214,TMEM214,54867
TCTN3,TCTN3,26123
HIBCH,HIBCH,26275
RWDD4,RWDD4,201965
ARMC6,ARMC6,93436
TAPT1,TAPT1,202018
JMJD6,JMJD6,23210
PPP1R18,PPP1R18,170954
CAVIN1,CAVIN1,284119
ZCCHC8,ZCCHC8,55596
DHX57,DHX57,90957
MRPL54,MRPL54,116541
ERAP2,ERAP2,64167
LPCAT3,LPCAT3,10162
CDC73,CDC73,79577
FAM117B,FAM117B,150864
SLC27A4,SLC27A4,10999
CC2D1A,CC2D1A,54862
TATDN1,TATDN1,83940
METTL2B,METTL2B,55798
C8orf82,C8orf82,414919
EDC4,EDC4,23644
PRPF8,PRPF8,10594
SCYL2,SCYL2,55681
PLBD1,PLBD1,79887
GOLM2,GOLM2,113201
FAHD1,FAHD1,81889
TNFAIP8L2,TNFAIP8L2,79626
ALKBH5,ALKBH5,54890
PDXDC1,PDXDC1,23042
MEAK7,MEAK7,57707
INTS5,INTS5,80789
VWA1,VWA1,64856
SLC27A1,SLC27A1,376497
PGM2L1,PGM2L1,283209
CTR9,CTR9,9646
SKIC3,SKIC3,9652
DARS2,DARS2,55157
TMEM65,TMEM65,157378
INO80C,INO80C,125476
FBXO38,FBXO38,81545
NCEH1,NCEH1,57552
BRAT1,BRAT1,221927
ZC3H14,ZC3H14,79882
OGFOD3,OGFOD3,79701
LARP1,LARP1,23367
ATAD2,ATAD2,29028
TMED8,TMED8,283578
SLC30A9,SLC30A9,10463
CPLX2,CPLX2,10814
RICTOR,RICTOR,253260
AGTRAP,AGTRAP,57085
SMARCD3,SMARCD3,6604
SARM1,SARM1,23098
MTHFD1L,MTHFD1L,25902
FIP1L1,FIP1L1,81608
CSPG4,CSPG4,1464
CYP20A1,CYP20A1,57404
POGLUT2,POGLUT2,79070
TMEM205,TMEM205,374882
LRSAM1,LRSAM1,90678
GASK1B,GASK1B,51313
ENPP6,ENPP6,133121
C6orf89,C6orf89,221477
OLFML1,OLFML1,283298
CWC27,CWC27,10283
DHRS13,DHRS13,147015
TMT1B,TMT1B,196410
PLXDC2,PLXDC2,84898
PI16,PI16,221476
CRELD2,CRELD2,79174
WDR82,WDR82,80335
APOOL,APOOL,139322
DPP8,DPP8,54878
ATF7IP,ATF7IP,55729
PACS1,PACS1,55690
MPRIP,MPRIP,23164
NAPRT,NAPRT,93100
DNMBP,DNMBP,23268
HACD2,HACD2,201562
B3GLCT,B3GLCT,145173
GIGYF2,GIGYF2,26058
CD109,CD109,135228
HSDL2,HSDL2,84263
KYAT3,KYAT3,56267
CERS6,CERS6,253782
PPP1R21,PPP1R21,129285
DTHD1,DTHD1,401124
EML6,EML6,400954
SYNE3,SYNE3,161176
ZNF574,ZNF574,64763
NFXL1,NFXL1,152518
GDPGP1,GDPGP1,390637
DPY19L3,DPY19L3,147991
QSOX2,QSOX2,169714
TMPPE,TMPPE,643853
CRACD,CRACD,57482
LHFPL2,LHFPL2,10184
TOM1L2,TOM1L2,146691
PAXIP1,PAXIP1,22976
MBOAT2,MBOAT2,129642
TMTC3,TMTC3,160418
VPS13C,VPS13C,54832
RAPH1,RAPH1,65059
IKBIP,IKBIP,121457
PREX2,PREX2,80243
UBE2R2,UBE2R2,54926
ILDR2,ILDR2,387597
MED25,MED25,81857
CBLL1,CBLL1,79872
PGAP1,PGAP1,80055
MTSS2,MTSS2,92154
SUPT6H,SUPT6H,6830
SND1,SND1,27044
MARK2,MARK2,2011
COX15,COX15,1355
DDX46,DDX46,9879
RUFY3,RUFY3,22902
SV2A,SV2A,9900
TRMT10C,TRMT10C,54931
SV2B,SV2B,9899
BZW1,BZW1,9689
ASRGL1,ASRGL1,80150
DHX30,DHX30,22907
EIF3M,EIF3M,10480
MEPCE,MEPCE,56257
ARMCX2,ARMCX2,9823
PARS2,PARS2,25973
RSRC2,RSRC2,65117
RRAGA,RRAGA,10670
CYFIP1,CYFIP1,23191
DOK3,DOK3,79930
NDUFAF7,NDUFAF7,55471
GET4,GET4,51608
COPS6,COPS6,10980
LPCAT2,LPCAT2,54947
ENOSF1,ENOSF1,55556
EPM2AIP1,EPM2AIP1,9852
DHX32,DHX32,55760
TAOK1,TAOK1,57551
KDM3B,KDM3B,51780
CHMP1B,CHMP1B,57132
CXXC5,CXXC5,51523
RRM2B,RRM2B,50484
HS2ST1,HS2ST1,9653
MICAL3,MICAL3,57553
DYM,DYM,54808
PHF5A,PHF5A,84844
PLPPR4,PLPPR4,9890
ERMP1,ERMP1,79956
GPRIN1,GPRIN1,114787
TRMT1L,TRMT1L,81627
ZC3HAV1,ZC3HAV1,56829
MRPL21,MRPL21,219927
EFL1,EFL1,79631
TRAPPC11,TRAPPC11,60684
NEGR1,NEGR1,257194
NUP54,NUP54,53371
ATG9A,ATG9A,79065
DGLUCY,DGLUCY,80017
VPS35L,VPS35L,57020
POGZ,POGZ,23126
MON2,MON2,23041
MYH14,MYH14,79784
NUFIP2,NUFIP2,57532
SZRD1,SZRD1,26099
MAVS,MAVS,57506
CYP2U1,CYP2U1,113612
CLASP1,CLASP1,23332
DHX29,DHX29,54505
TRMT11,TRMT11,60487
HDDC2,HDDC2,51020
POGLUT3,POGLUT3,143888
TTC21B,TTC21B,79809
HEATR3,HEATR3,55027
KIF21A,KIF21A,55605
HDGFL2,HDGFL2,84717
DCXR,DCXR,51181
GOLGA7,GOLGA7,51125
WAPL,WAPL,23063
IRF2BP2,IRF2BP2,359948
APBB1IP,APBB1IP,54518
SPRED1,SPRED1,161742
CCDC91,CCDC91,55297
SRGAP1,SRGAP1,57522
C5orf24,C5orf24,134553
FRMD5,FRMD5,84978
ARPIN,ARPIN,348110
PRRT2,PRRT2,112476
TECPR1,TECPR1,25851
HUWE1,HUWE1,10075
YTHDF3,YTHDF3,253943
KRT77,KRT77,374454
PXK,PXK,54899
MRPL55,MRPL55,128308
TMED4,TMED4,222068
MRPL10,MRPL10,124995
CENPV,CENPV,201161
ZER1,ZER1,10444
C11orf96,C11orf96,387763
MEGF8,MEGF8,1954
TMEM179B,TMEM179B,374395
RALYL,RALYL,138046
SCD5,SCD5,79966
GALNT10,GALNT10,55568
TRAPPC6B,TRAPPC6B,122553
PIP4P1,PIP4P1,90809
DAAM2,DAAM2,23500
PATL1,PATL1,219988
PEG10,PEG10,23089
TBC1D1,TBC1D1,23216
SYVN1,SYVN1,84447
PRUNE1,PRUNE1,58497
SETD3,SETD3,84193
ACOT1,ACOT1,641371
NOP9,NOP9,161424
PABPN1,PABPN1,8106
METTL3,METTL3,56339
PBRM1,PBRM1,55193
PRPF39,PRPF39,55015
MTDH,MTDH,92140
TLK2,TLK2,11011
ZNF598,ZNF598,90850
GPAT4,GPAT4,137964
MAGI2,MAGI2,9863
RTN4RL2,RTN4RL2,349667
KTN1,KTN1,3895
SMG6,SMG6,23293
NLRX1,NLRX1,79671
PHLDB1,PHLDB1,23187
USP48,USP48,84196
ITIH5,ITIH5,80760
FERMT3,FERMT3,83706
NAA40,NAA40,79829
NT5DC3,NT5DC3,51559
LUZP1,LUZP1,7798
ALYREF,ALYREF,10189
GPR180,GPR180,160897
FHIP2B,FHIP2B,64760
MDP1,MDP1,145553
KBTBD6,KBTBD6,89890
CD163,CD163,9332
LRRTM3,LRRTM3,347731
ZC3H18,ZC3H18,124245
VPS36,VPS36,51028
PACS2,PACS2,23241
CAND1,CAND1,55832
RETREG3,RETREG3,162427
HOOK3,HOOK3,84376
SESTD1,SESTD1,91404
COMMD7,COMMD7,149951
THOC6,THOC6,79228
METTL16,METTL16,79066
PPFIBP1,PPFIBP1,8496
BPHL,BPHL,670
ZC3HC1,ZC3HC1,51530
ATCAY,ATCAY,85300
SBF2,SBF2,81846
CHD1L,CHD1L,9557
CCDC25,CCDC25,55246
IFT70A,IFT70A,92104
RALGAPB,RALGAPB,57148
CARM1,CARM1,10498
NIT1,NIT1,4817
COMMD2,COMMD2,51122
HEATR5A,HEATR5A,25938
HOGA1,HOGA1,112817
NCAPG2,NCAPG2,54892
DDX42,DDX42,11325
SPATS2,SPATS2,65244
NDUFA11,NDUFA11,126328
KRT73,KRT73,319101
DNAAF5,DNAAF5,54919
PTRH1,PTRH1,138428
STX12,STX12,23673
DOLPP1,DOLPP1,57171
GATAD2A,GATAD2A,54815
CPNE8,CPNE8,144402
GPSM1,GPSM1,26086
C2CD5,C2CD5,9847
HRNR,HRNR,388697
IRF2BP1,IRF2BP1,26145
CAMK1D,CAMK1D,57118
RHPN2,RHPN2,85415
ERC1,ERC1,23085
H2AC21,H2AC21,317772
RIOX2,RIOX2,84864
ZDHHC17,ZDHHC17,23390
CRLF3,CRLF3,51379
TRAPPC5,TRAPPC5,126003
ARMC8,ARMC8,25852
TMEM126B,TMEM126B,55863
AEBP1,AEBP1,165
PHYKPL,PHYKPL,85007
PLD3,PLD3,23646
CCDC71,CCDC71,64925
HID1,HID1,283987
ANKMY2,ANKMY2,57037
ERI1,ERI1,90459
LIX1L,LIX1L,128077
NUDCD3,NUDCD3,23386
AHNAK2,AHNAK2,113146
MMAA,MMAA,166785
MAP4K3,MAP4K3,8491
P3H3,P3H3,10536
CCDC50,CCDC50,152137
SBSPON,SBSPON,157869
FUNDC1,FUNDC1,139341
ZDHHC21,ZDHHC21,340481
MCAT,MCAT,27349
CEP97,CEP97,79598
NAXD,NAXD,55739
WDR75,WDR75,84128
MFN1,MFN1,55669
SLC44A2,SLC44A2,57153
ITPRIP,ITPRIP,85450
WDFY1,WDFY1,57590
TEX2,TEX2,55852
FAM114A1,FAM114A1,92689
GCC2,GCC2,9648
BRSK2,BRSK2,9024
PHF6,PHF6,84295
ZBTB8OS,ZBTB8OS,339487
CUL9,CUL9,23113
LRRC8A,LRRC8A,56262
SULF1,SULF1,23213
UBR1,UBR1,197131
ARHGAP12,ARHGAP12,94134
CHERP,CHERP,10523
BBS7,BBS7,55212
SUGP2,SUGP2,10147
WWC1,WWC1,23286
UEVLD,UEVLD,55293
CCAR1,CCAR1,55749
DHX40,DHX40,79665
DNAJC10,DNAJC10,54431
NELFCD,NELFCD,51497
RHOT2,RHOT2,89941
RHOT1,RHOT1,55288
SIRT2,SIRT2,22933
PHC2,PHC2,1912
BACC1,BACC1,124944
MRPL41,MRPL41,64975
NRM,NRM,11270
PARP9,PARP9,83666
RBM12B,RBM12B,389677
PNPLA6,PNPLA6,10908
DDX60,DDX60,55601
MICALL2,MICALL2,79778
DHX37,DHX37,57647
RAVER1,RAVER1,125950
FTSJ3,FTSJ3,117246
TMEM192,TMEM192,201931
SRRM1,SRRM1,10250
PEX5L,PEX5L,51555
SMAP1,SMAP1,60682
DIS3L2,DIS3L2,129563
SUPV3L1,SUPV3L1,6832
GSPT2,GSPT2,23708
EXOC8,EXOC8,149371
COLGALT2,COLGALT2,23127
C1orf174,C1orf174,339448
THNSL1,THNSL1,79896
PM20D2,PM20D2,135293
KIAA2013,KIAA2013,90231
CCDC170,CCDC170,80129
HACE1,HACE1,57531
MICU2,MICU2,221154
RCOR2,RCOR2,283248
CHPF,CHPF,79586
ELMOD2,ELMOD2,255520
ALDH16A1,ALDH16A1,126133
KIAA0319L,KIAA0319L,79932
XRN1,XRN1,54464
UNC5B,UNC5B,219699
PELP1,PELP1,27043
ABI1,ABI1,10006
WDFY3,WDFY3,23001
SELENOH,SELENOH,280636
CMTM4,CMTM4,146223
ASPM,ASPM,259266
WDR17,WDR17,116966
RDH10,RDH10,157506
VKORC1L1,VKORC1L1,154807
FCSK,FCSK,197258
NLGN4X,NLGN4X,57502
CLYBL,CLYBL,171425
SPART,SPART,23111
TTC5,TTC5,91875
CEND1,CEND1,51286
RPTOR,RPTOR,57521
CADM3,CADM3,57863
CNPY4,CNPY4,245812
DAW1,DAW1,164781
ADSS1,ADSS1,122622
GPC2,GPC2,221914
CCAR2,CCAR2,57805
NDUFAF2,NDUFAF2,91942
VPS52,VPS52,6293
NUP93,NUP93,9688
STK11IP,STK11IP,114790
ZNF687,ZNF687,57592
CMTR1,CMTR1,23070
LRRC47,LRRC47,57470
DOCK4,DOCK4,9732
KRT78,KRT78,196374
CFAP52,CFAP52,146845
INTS1,INTS1,26173
ANKRD35,ANKRD35,148741
ARMC10,ARMC10,83787
LYPD1,LYPD1,116372
ZCCHC24,ZCCHC24,219654
GHDC,GHDC,84514
ABHD12,ABHD12,26090
NLGN1,NLGN1,22871
LTBP4,LTBP4,8425
TMEM256,TMEM256,254863
SLC66A2,SLC66A2,80148
GPD1L,GPD1L,23171
SLC35F6,SLC35F6,54978
ARHGAP18,ARHGAP18,93663
ASCC3,ASCC3,10973
EHBP1L1,EHBP1L1,254102
PLCD3,PLCD3,113026
MICALL1,MICALL1,85377
BBS5,BBS5,129880
CADM2,CADM2,253559
VPS8,VPS8,23355
PALS1,PALS1,64398
STAG2,STAG2,10735
SYNPO,SYNPO,11346
D2HGDH,D2HGDH,728294
PNKD,PNKD,25953
GALNT4,GALNT4,8693
MINK1,MINK1,50488
PIP4P2,PIP4P2,55529
HDDC3,HDDC3,374659
PTGR3,PTGR3,284273
PAQR4,PAQR4,124222
CBR4,CBR4,84869
MMGT1,MMGT1,93380
AFAP1L2,AFAP1L2,84632
OGFOD1,OGFOD1,55239
AFAP1,AFAP1,60312
DCLK2,DCLK2,166614
OXR1,OXR1,55074
DHRSX,DHRSX,207063
MINDY1,MINDY1,55793
CISD2,CISD2,493856
RPP25L,RPP25L,138716
ATPAF2,ATPAF2,91647
JAGN1,JAGN1,84522
NGEF,NGEF,25791
PARP16,PARP16,54956
DPP10,DPP10,57628
COMMD1,COMMD1,150684
CPSF7,CPSF7,79869
IGSF1,IGSF1,3547
ARFGAP2,ARFGAP2,84364
KRTCAP2,KRTCAP2,200185
OTUD6B,OTUD6B,51633
C1orf52,C1orf52,148423
ACBD7,ACBD7,414149
METTL13,METTL13,51603
ARL6IP6,ARL6IP6,151188
ARFGAP1,ARFGAP1,55738
SLC66A3,SLC66A3,130814
EMC1,EMC1,23065
PAF1,PAF1,54623
AMER2,AMER2,219287
UBR7,UBR7,55148
ANKRD44,ANKRD44,91526
DDX51,DDX51,317781
PTGR2,PTGR2,145482
C2orf69,C2orf69,205327
ENAH,ENAH,55740
NAT8L,NAT8L,339983
GDPD1,GDPD1,284161
DTX3,DTX3,196403
ZIC4,ZIC4,84107
ASCC1,ASCC1,51008
BANP,BANP,54971
LRRC57,LRRC57,255252
SCAI,SCAI,286205
KRI1,KRI1,65095
DNAAF3,DNAAF3,352909
ZNF579,ZNF579,163033
POMGNT2,POMGNT2,84892
PRPF38A,PRPF38A,84950
GATD1,GATD1,347862
NHLRC2,NHLRC2,374354
SLC43A3,SLC43A3,29015
XXYLT1,XXYLT1,152002
GOLM1,GOLM1,51280
COLGALT1,COLGALT1,79709
SUMF2,SUMF2,25870
SUMF1,SUMF1,285362
POGLUT1,POGLUT1,56983
UBAC2,UBAC2,337867
PCYOX1L,PCYOX1L,78991
TMEM87A,TMEM87A,25963
RDH13,RDH13,112724
HSD17B11,HSD17B11,51170
TXNDC5,TXNDC5,81567
ATAD1,ATAD1,84896
SCCPDH,SCCPDH,51097
RETREG2,RETREG2,79137
SERBP1,SERBP1,26135
LEMD2,LEMD2,221496
NECAP1,NECAP1,25977
FAM98A,FAM98A,25940
CAMKV,CAMKV,79012
MTMR14,MTMR14,64419
DAGLB,DAGLB,221955
CHST14,CHST14,113189
DYNC2H1,DYNC2H1,79659
PDPR,PDPR,55066
NAXE,NAXE,128240
RNF214,RNF214,257160
LSM14A,LSM14A,26065
CCNY,CCNY,219771
ZNF280C,ZNF280C,55609
MROH1,MROH1,727957
NPEPL1,NPEPL1,79716
EHBP1,EHBP1,23301
RBM15B,RBM15B,29890
CNNM3,CNNM3,26505
CHDH,CHDH,55349
ABCF1,ABCF1,23
MCU,MCU,90550
PIK3C3,PIK3C3,5289
GSTCD,GSTCD,79807
PDZD8,PDZD8,118987
DNAAF1,DNAAF1,123872
APPL2,APPL2,55198
SLC30A7,SLC30A7,148867
NAV1,NAV1,89796
WDR19,WDR19,57728
FBXO22,FBXO22,26263
LPCAT1,LPCAT1,79888
SYNE1,SYNE1,23345
BOD1L1,BOD1L1,259282
ARID1B,ARID1B,57492
FLAD1,FLAD1,80308
NUP43,NUP43,348995
NUP37,NUP37,79023
NUP35,NUP35,129401
ENGASE,ENGASE,64772
BBS1,BBS1,582
NUDT10,NUDT10,170685
NBEA,NBEA,26960
TOR1AIP2,TOR1AIP2,163590
DNER,DNER,92737
ABHD11,ABHD11,83451
CMAS,CMAS,55907
NLGN2,NLGN2,57555
CADM4,CADM4,199731
TSPAN14,TSPAN14,81619
OR1M1,OR1M1,125963
ATL2,ATL2,64225
MOSPD2,MOSPD2,158747
PLBD2,PLBD2,196463
TDRD7,TDRD7,23424
NEDD1,NEDD1,121441
THOC2,THOC2,57187
WDR36,WDR36,134430
COQ8A,COQ8A,56997
SCAMP5,SCAMP5,192683
GADD45GIP1,GADD45GIP1,90480
WDR48,WDR48,57599
EXOC6,EXOC6,54536
TTC8,TTC8,123016
SMARCC2,SMARCC2,6601
FGFBP3,FGFBP3,143282
NPLOC4,NPLOC4,55666
SPATA20,SPATA20,64847
GDAP1,GDAP1,54332
NUBPL,NUBPL,80224
DEPTOR,DEPTOR,64798
FBXO30,FBXO30,84085
